Timestamp,0. Are you currently employed in Berlin or by a Berlin-based organization?,1. Gender:,2. Age:,3. Highest vocational qualification attained:,4. Years of total work experience:,5. Citizenship,6. Type of organisation,7. Industry,"8. Company size (global, entire organisation)",9. Years in current company:,10. Job/Position title,11. Which best describes your role in your current company?,12. Years in current position:,13. Full-time / Part-time,14. Contract in hours per week,15. Total annual gross salary in EUR (before taxes and deductions),"16. Performance-related pay or bonuses (gross) in EUR - CAN SKIP IF ""0""","17. Total Annual Equity Compensation (stock options, ESOPs, etc.) in EUR - CAN SKIP IF ""0""",18. Salary raise since January 2023,19. ID,20. Contract in hours per week (Normalized)
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Senior Product Manager,Team Lead (manages small team),3-5,Full-time,40,96.000,na,35.000,No raise,1029,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Doctor's Degree,6-10,German,A private firm,Technology/Software Development,,na,Senior Data Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,97.000,na,20.000,1-5%,150,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Information & Communication,1000+,3-5,Senior Manager,Senior Manager/Director (manages departments),1-2,Full-time,40,97.000,na,30.000,1-5%,810,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,German,A private firm,Information & Communication,501-1000,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,98.000,20.000,0,1-5%,664,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,6-10,German,A private firm,Other Services,1000+,3-5,"Manager, Data Science",Manager (manages team),1-2,Full-time,40,98.000,na,25.000,11-15%,966,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Retail & Wholesale Trade,1000+,Less than 1,Senior Product Manager,Team Lead (manages small team),Less than 1,Full-time,40,99.000,na,17.500,No raise,138,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Prefer not to say,35-39,Master's Degree,16-20,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,99.000,na,15.000,6-10%,487,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,16-20,Non-EU,A private firm,Retail & Wholesale Trade,1000+,3-5,Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,99.000,na,0,1-5%,548,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Other-EU,A private firm,Information & Communication,501-1000,6-10,Staff Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,100.000,na,10.000,1-5%,31,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,45-49,Master's Degree,16-20,German,A private firm,Information & Communication,1000+,3-5,Release Engineer,Team Lead (manages small team),3-5,Full-time,40,100.000,na,0,No raise,181,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Master's Degree,11-15,German,A private firm,Healthcare and Pharmaceuticals,1000+,6-10,Product Specialist,Executive (executive leadership),3-5,Full-time,40,100.000,25.000,0,1-5%,238,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Other Services,1000+,Less than 1,Senior Data Engineer,Team Lead (manages small team),1-2,Full-time,40,100.000,na,0,No raise,307,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,40-44,Doctor's Degree,16-20,German,Other public sector (such as education and health),Healthcare and Pharmaceuticals,201-500,6-10,Senior Adviser,Individual Contributor (no direct reports),3-5,Full-time,40,100.000,na,0,1-5%,318,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Prefer not to say,16-20,Non-EU,A private firm,Transportation & Storage,1000+,6-10,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,100.000,6.000,0,6-10%,409,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,German,A private firm,Information & Communication,51-200,3-5,Data Manager,Individual Contributor (no direct reports),1-2,Full-time,40,100.000,na,0,No raise,443,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,11-50,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,100.000,na,0,No raise,475,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,40-44,Bachelor's Degree,21-30,Non-EU,A private firm,Technology/Software Development,11-50,Less than 1,VP Sales,Executive (executive leadership),16-20,Contract/Freelance,40,100.000,10.000,0,No raise,489,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,11-15,Non-EU,A private firm,Retail & Wholesale Trade,1000+,Less than 1,Senior Data Scientist,Individual Contributor (no direct reports),3-5,Full-time,40,100.000,10.000,0,11-15%,491,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,11-15,Non-EU,A private firm,Technology/Software Development,51-200,3-5,Vice President,Executive (executive leadership),3-5,Full-time,40,100.000,na,0,No raise,649,40
 06/2023  ,No.,Female,35-39,Master's Degree,6-10,Non-EU,A private firm,Other Services,1000+,1-2,Program Manager,Individual Contributor (no direct reports),1-2,Full-time,40,84.000,8.400,na,1-5%,926,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,100.000,na,20.000,No raise,778,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,6-10,German,A private firm,Finance & Insurance,1000+,3-5,Solution Architect,Senior Manager/Director (manages departments),1-2,Full-time,40,100.000,na,10.000,No raise,792,40
 06/2023  ,No.,Male,30-34,Master's Degree,3-5,Non-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",11-50,Less than 1,Senior Consultant,Individual Contributor (no direct reports),Less than 1,Full-time,40,65.000,10.000,na,No raise,929,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,40-44,No vocational qualification attained,21-30,German,A private firm,Information & Communication,201-500,6-10,Head of Engineering,Manager (manages team),3-5,Part-time,36,100.000,na,0,1-5%,795,36
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",1-10,3-5,Senior Software Engineer,Manager (manages team),3-5,Full-time,40,100.000,50.000,0,No raise,801,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior ML Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,100.000,20.000,0,6-10%,822,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Other-EU,Self-employed,Information & Communication,1-10,1-2,Senior Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,100.000,na,400.000,No raise,827,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,40-44,Master's Degree,16-20,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Associate Director,Manager (manages team),Less than 1,Full-time,40,100.000,na,15.000,No raise,855,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Non-EU,A private firm,Information & Communication,1000+,3-5,Senior Engineer,Individual Contributor (no direct reports),11-15,Full-time,40,100.000,na,49.000,1-5%,862,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Doctor's Degree,6-10,Non-EU,A private firm,Retail & Wholesale Trade,501-1000,Less than 1,Data Scientist,Individual Contributor (no direct reports),Less than 1,Full-time,40,100.000,na,15.000,No raise,986,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Prefer not to say,11-15,Non-EU,A private firm,Finance & Insurance,501-1000,6-10,Product Manager,Team Lead (manages small team),1-2,Full-time,40,100.000,na,0,No raise,1046,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Information & Communication,1000+,3-5,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,100.000,8.000,0,1-5%,1057,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Other Services,1000+,1-2,Engineering Manager,Team Lead (manages small team),1-2,Full-time,40,101.000,na,22.500,1-5%,643,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Retail & Wholesale Trade,1000+,6-10,Senior Director,Manager (manages team),1-2,Full-time,40,102.000,8.000,0,6-10%,73,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Master's Degree,16-20,Other-EU,A private firm,Technology/Software Development,1000+,11-15,Product Manager,Individual Contributor (no direct reports),6-10,Full-time,40,102.000,20.000,0,No raise,248,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,11-15,German,A private firm,Retail & Wholesale Trade,501-1000,1-2,DevOps Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,102.000,na,0,6-10%,309,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,German,A private firm,Finance & Insurance,1000+,6-10,Software Engineering Manager,Manager (manages team),Less than 1,Full-time,40,102.000,10.000,19.000,1-5%,571,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Specialized and Engineering School Certificate (GDR),6-10,German,A private firm,Technology/Software Development,501-1000,1-2,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,103.000,na,3.750,1-5%,56,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Female,30-34,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Frontend Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,103.000,na,0,No raise,71,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,6-10,German,A private firm,Healthcare and Pharmaceuticals,1000+,1-2,Head of Commercial,Senior Manager/Director (manages departments),1-2,Full-time,40,103.000,20.000,0,No raise,909,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,104.000,na,10.000,na,13,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A Non-governmental organization (NGO),Technology/Software Development,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,104.000,na,15.000,No raise,201,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Non-EU,A private firm,Finance & Insurance,1000+,3-5,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,104.000,10.000,20.000,1-5%,969,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,105.000,20.000,4.000,1-5%,4,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Staff Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,105.000,na,27.000,11-15%,40,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,Other public sector (such as education and health),Technology/Software Development,1000+,3-5,Product Manager,Manager (manages team),1-2,Full-time,40,105.000,na,80.000,20%+,176,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Manufacturing,51-200,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,105.000,na,0,No raise,383,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Finance & Insurance,1000+,1-2,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,105.000,10.000,60.000,1-5%,436,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,Dual (Ger/EU and Non-EU),A private firm,Technology/Software Development,1000+,1-2,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,105.000,15.000,60.000,No raise,441,40
 06/2023  ,No.,Male,30-34,Trade and Technical School Certificate,11-15,Dual (Ger/EU and Non-EU),Self-employed,Technology/Software Development,1-10,1-2,CMO / Product Manager,Individual Contributor (no direct reports),1-2,Contract/Freelance,30,110.000,na,na,No raise,956,30
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,Non-EU,A private firm,Retail & Wholesale Trade,1000+,1-2,Senior Product Manager,Individual Contributor (no direct reports),1-2,Full-time,40,105.000,na,0,No raise,670,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,No vocational qualification attained,6-10,Other-EU,A private firm,Technology/Software Development,501-1000,6-10,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,105.000,1.000,0,No raise,689,40
 06/2023  ,No.,Male,35-39,Master's Degree,6-10,German,A private firm,Technology/Software Development,1000+,3-5,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,105.000,na,na,1-5%,959,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Information & Communication,1000+,1-2,Senior Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,105.000,na,10.000,No raise,717,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,6-10,Other-EU,A private firm,Technology/Software Development,1000+,3-5,Software Engineering Manager,Team Lead (manages small team),1-2,Full-time,40,105.000,na,22.500,No raise,793,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,50-54,Master's Degree,21-30,Non-EU,A private firm,Prefer not to say,1000+,3-5,Head of Digital Innovation,Manager (manages team),3-5,Full-time,40,105.000,25.000,0,No raise,889,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Female,25-29,Master's Degree,6-10,Non-EU,A private firm,Finance & Insurance,201-500,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,105.000,na,0,na,913,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,11-15,Non-EU,A private firm,Technology/Software Development,201-500,3-5,Engineering Manager,Manager (manages team),1-2,Full-time,40,105.000,na,15.000,No raise,943,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Non-EU,A private firm,Hospitality (Accommodation and Food Services),1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,105.000,8.500,11.500,No raise,954,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,40-44,Master's Degree,11-15,Other-EU,A private firm,Technology/Software Development,1-10,Less than 1,VP Product,Senior Manager/Director (manages departments),3-5,Full-time,40,105.000,na,25.000,No raise,973,40
 06/2023  ,No.,Male,35-39,Bachelor's Degree,16-20,Other-EU,A private firm,Other Services,11-50,1-2,Head of Marketing,Senior Manager/Director (manages departments),1-2,Full-time,40,64.000,na,na,No raise,967,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Doctor's Degree,11-15,German,A private firm,Other Services,1000+,6-10,Lead,Individual Contributor (no direct reports),Less than 1,Full-time,40,106.000,21.000,21.000,1-5%,68,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Non-EU,A private firm,Other Services,1000+,Less than 1,Senior Product Manager,Individual Contributor (no direct reports),3-5,Full-time,40,106.000,na,40.000,No raise,273,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,na,6-10,Non-EU,A private firm,Technology/Software Development,1000+,3-5,"Manager, Customer Success",Manager (manages team),1-2,Full-time,40,106.000,na,0,No raise,660,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,No vocational qualification attained,6-10,German,A private firm,Technology/Software Development,51-200,3-5,Principal Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,108.000,na,0,6-10%,210,40
